pokedex_id,species_name,name,generation,type1,type2,type_count,abilities,hidden_abilities,hp,hp_ratio,attack,attack_ratio,defense,defense_ratio,sp_attack,sp_attack_ratio,sp_defense,sp_defense_ratio,speed,speed_ratio,base_stat_total,dominant_stat,offense,bulk,speed_tier,stat_variance,stat_variance_quantile,stat_specialization,bst_percentile_gen,bst_gen_class,bst_percentile_all,bst_all_class,weakness_count,resistance_count,immunity_count,typing_defense_score,typing_defense_class,battle_archetypes,combat_profile,height_m,weight_kg,mass_index,mass_index_class,is_genderless,female_ratio,pokemon_class,base_experience,moves_count,capture_rate,base_happiness,hatch_counter,egg_groups,growth_rate,shape,color,genus,flavor_text,evolution_line,evolution_chain_length,evolution_stage,is_final_evolution,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
6,charizard,charizard-gmax,1,fire,flying,2,blaze,solar-power,78,0.15,84,0.16,78,0.15,109,0.2,85,0.16,100,0.19,534,sp_attack,193,241,fast,134.0,2,balanced,0.85,top_tier,0.77,upper_mid_tier,3,6,1,1.5,iron,sweeper,iron-sweeper,28.0,1000.0,1.28,very_light,0,0.125,normal,240.0,0,45,70,20,"monster, dragon",medium-slow,upright,red,Flame Pokémon,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,charmander --> charmeleon --> charizard,3,3,1,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
7,squirtle,squirtle,1,water,,1,torrent,rain-dish,44,0.14,48,0.15,65,0.21,50,0.16,64,0.2,43,0.14,314,defense,98,173,slow,79.56,1,balanced,0.17,bottom_tier,0.18,bottom_tier,2,4,0,0.0,neutral,weak_slow,neutral-weak_slow,0.5,9.0,36.0,heavy,0,0.125,normal,63.0,105,45,70,20,"monster, water1",medium-slow,upright,blue,Tiny Turtle Pokémon,"After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth.",squirtle --> wartortle --> blastoise,3,1,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
8,wartortle,wartortle,1,water,,1,torrent,rain-dish,59,0.15,63,0.16,80,0.2,65,0.16,80,0.2,58,0.14,405,defense,128,219,slow,83.58,1,balanced,0.44,mid_tier,0.34,lower_mid_tier,2,4,0,0.0,neutral,midrange,neutral-midrange,1.0,22.5,22.5,average,0,0.125,normal,142.0,101,45,70,20,"monster, water1",medium-slow,upright,blue,Turtle Pokémon,"Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance.",squirtle --> wartortle --> blastoise,3,2,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
9,blastoise,blastoise,1,water,,1,torrent,rain-dish,79,0.15,83,0.16,100,0.19,85,0.16,105,0.2,78,0.15,530,sp_defense,168,284,average,107.89,1,balanced,0.83,top_tier,0.76,upper_mid_tier,2,4,0,0.0,neutral,bulky,neutral-bulky,1.6,85.5,33.4,heavy,0,0.125,normal,239.0,120,45,70,20,"monster, water1",medium-slow,upright,blue,Shellfish Pokémon,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,squirtle --> wartortle --> blastoise,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
9,blastoise,blastoise-mega,1,water,,1,mega-launcher,,79,0.13,103,0.16,120,0.19,135,0.21,115,0.18,78,0.12,630,sp_attack,238,314,average,439.0,4,slightly_specialized,0.97,top_tier,0.94,top_tier,2,4,0,0.0,neutral,bulky_attacker,neutral-bulky_attacker,1.6,101.1,39.49,heavy,0,0.125,normal,284.0,73,45,70,20,"monster, water1",medium-slow,upright,blue,Shellfish Pokémon,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,squirtle --> wartortle --> blastoise,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
9,blastoise,blastoise-gmax,1,water,,1,torrent,rain-dish,79,0.15,83,0.16,100,0.19,85,0.16,105,0.2,78,0.15,530,sp_defense,168,284,average,107.89,1,balanced,0.83,top_tier,0.76,upper_mid_tier,2,4,0,0.0,neutral,bulky,neutral-bulky,25.0,1000.0,1.6,very_light,0,0.125,normal,239.0,0,45,70,20,"monster, water1",medium-slow,upright,blue,Shellfish Pokémon,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,squirtle --> wartortle --> blastoise,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
10,caterpie,caterpie,1,bug,,1,shield-dust,run-away,45,0.23,30,0.15,35,0.18,20,0.1,20,0.1,45,0.23,195,hp,50,100,slow,106.25,1,balanced,0.01,bottom_tier,0.01,bottom_tier,3,3,0,-1.5,exposed,weak_slow,exposed-weak_slow,0.3,2.9,32.22,heavy,0,0.5,normal,39.0,5,255,70,15,bug,medium,armor,green,Worm Pokémon,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.,caterpie --> metapod --> butterfree,3,1,0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
11,metapod,metapod,1,bug,,1,shed-skin,,50,0.24,20,0.1,55,0.27,25,0.12,25,0.12,30,0.15,205,defense,45,130,slow,178.47,2,balanced,0.02,bottom_tier,0.02,bottom_tier,3,3,0,-1.5,exposed,weak_slow,exposed-weak_slow,0.7,9.9,20.2,light,0,0.5,normal,72.0,5,120,70,15,bug,medium,squiggle,green,Cocoon Pokémon,"This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body.",caterpie --> metapod --> butterfree,3,2,0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
12,butterfree,butterfree,1,bug,flying,2,compound-eyes,tinted-lens,60,0.15,45,0.11,50,0.13,90,0.23,80,0.2,70,0.18,395,sp_attack,135,190,average,253.47,2,slightly_specialized,0.41,mid_tier,0.32,lower_mid_tier,5,3,1,-2.0,frail,midrange,frail-midrange,1.1,32.0,26.45,average,0,0.5,normal,178.0,87,45,70,15,bug,medium,bug-wings,white,Butterfly Pokémon,"In battle, it flaps its wings at high speed to release highly toxic dust into the air.",caterpie --> metapod --> butterfree,3,3,1,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
12,butterfree,butterfree-gmax,1,bug,flying,2,compound-eyes,tinted-lens,60,0.15,45,0.11,50,0.13,90,0.23,80,0.2,70,0.18,395,sp_attack,135,190,average,253.47,2,slightly_specialized,0.41,mid_tier,0.32,lower_mid_tier,5,3,1,-2.0,frail,midrange,frail-midrange,17.0,1000.0,3.46,very_light,0,0.5,normal,178.0,0,45,70,15,bug,medium,bug-wings,white,Butterfly Pokémon,"In battle, it flaps its wings at high speed to release highly toxic dust into the air.",caterpie --> metapod --> butterfree,3,3,1,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
13,weedle,weedle,1,bug,poison,2,shield-dust,run-away,40,0.21,35,0.18,30,0.15,20,0.1,20,0.1,50,0.26,195,speed,55,90,slow,114.58,1,balanced,0.01,bottom_tier,0.01,bottom_tier,4,5,0,-1.5,exposed,weak_slow,exposed-weak_slow,0.3,3.2,35.56,heavy,0,0.5,normal,39.0,4,255,70,15,bug,medium,armor,brown,Hairy Bug Pokémon,"Often found in forests, eating leaves. It has a sharp venomous stinger on its head.",weedle --> kakuna --> beedrill,3,1,0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
14,kakuna,kakuna,1,bug,poison,2,shed-skin,,45,0.22,25,0.12,50,0.24,25,0.12,25,0.12,35,0.17,205,defense,50,120,slow,103.47,1,balanced,0.02,bottom_tier,0.02,bottom_tier,4,5,0,-1.5,exposed,weak_slow,exposed-weak_slow,0.6,10.0,27.78,average,0,0.5,normal,72.0,5,120,70,15,bug,medium,squiggle,yellow,Cocoon Pokémon,"Almost incapable of moving, this POKéMON can only harden its shell to protect itself from predators.",weedle --> kakuna --> beedrill,3,2,0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
15,beedrill,beedrill,1,bug,poison,2,swarm,sniper,65,0.16,90,0.23,40,0.1,45,0.11,80,0.2,75,0.19,395,attack,135,185,average,328.47,3,slightly_specialized,0.41,mid_tier,0.32,lower_mid_tier,4,5,0,-1.5,exposed,fragile,exposed-fragile,1.0,29.5,29.5,average,0,0.5,normal,178.0,83,45,70,15,bug,medium,bug-wings,yellow,Poison Bee Pokémon,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.,weedle --> kakuna --> beedrill,3,3,1,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
15,beedrill,beedrill-mega,1,bug,poison,2,adaptability,,65,0.13,150,0.3,40,0.08,15,0.03,80,0.16,145,0.29,495,attack,165,185,fast,2522.92,5,extreme,0.7,upper_mid_tier,0.62,upper_mid_tier,4,5,0,-1.5,exposed,midrange,exposed-midrange,1.4,40.5,20.66,light,0,0.5,normal,223.0,64,45,70,15,bug,medium,bug-wings,yellow,Poison Bee Pokémon,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.,weedle --> kakuna --> beedrill,3,3,1,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
16,pidgey,pidgey,1,normal,flying,2,"keen-eye, tangled-feet",big-pecks,40,0.16,45,0.18,40,0.16,35,0.14,35,0.14,56,0.22,251,speed,80,115,slow,51.81,1,balanced,0.03,bottom_tier,0.07,bottom_tier,3,2,2,1.0,solid,fragile,solid-fragile,0.3,1.8,20.0,light,0,0.5,normal,50.0,64,255,70,15,flying,medium-slow,wings,brown,Tiny Bird Pokémon,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.,pidgey --> pidgeotto --> pidgeot,3,1,0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
17,pidgeotto,pidgeotto,1,normal,flying,2,"keen-eye, tangled-feet",big-pecks,63,0.18,60,0.17,55,0.16,50,0.14,50,0.14,71,0.2,349,speed,110,168,average,55.81,1,balanced,0.34,lower_mid_tier,0.27,lower_mid_tier,3,2,2,1.0,solid,fragile,solid-fragile,1.1,30.0,24.79,average,0,0.5,normal,122.0,61,120,70,15,flying,medium-slow,wings,brown,Bird Pokémon,"Very protective of its sprawling territorial area, this POKéMON will fiercely peck at any intruder.",pidgey --> pidgeotto --> pidgeot,3,2,0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
18,pidgeot,pidgeot,1,normal,flying,2,"keen-eye, tangled-feet",big-pecks,83,0.17,80,0.17,75,0.16,70,0.15,70,0.15,101,0.21,479,speed,150,228,fast,112.47,1,balanced,0.61,upper_mid_tier,0.52,mid_tier,3,2,2,1.0,solid,midrange,solid-midrange,1.5,39.5,17.56,light,0,0.5,normal,216.0,63,45,70,15,flying,medium-slow,wings,brown,Bird Pokémon,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as MAGIKARP.",pidgey --> pidgeotto --> pidgeot,3,3,1,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
18,pidgeot,pidgeot-mega,1,normal,flying,2,no-guard,,83,0.14,80,0.14,80,0.14,135,0.23,80,0.14,121,0.21,579,sp_attack,215,243,fast,513.58,4,specialized,0.88,top_tier,0.85,top_tier,3,2,2,1.0,solid,sweeper,solid-sweeper,2.2,50.5,10.43,very_light,0,0.5,normal,261.0,48,45,70,15,flying,medium-slow,wings,brown,Bird Pokémon,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as MAGIKARP.",pidgey --> pidgeotto --> pidgeot,3,3,1,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
19,rattata,rattata,1,normal,,1,"run-away, guts",hustle,30,0.12,56,0.22,35,0.14,25,0.1,35,0.14,72,0.28,253,speed,81,100,average,271.14,2,slightly_specialized,0.04,bottom_tier,0.07,bottom_tier,1,0,1,0.5,solid,fragile,solid-fragile,0.3,3.5,38.89,heavy,0,0.5,normal,51.0,82,255,70,15,ground,medium,quadruped,purple,Mouse Pokémon,"Bites anything when it attacks. Small and very quick, it is a common sight in many places.",rattata --> raticate,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
19,rattata,rattata-alola,1,dark,normal,2,"gluttony, hustle",thick-fat,30,0.12,56,0.22,35,0.14,25,0.1,35,0.14,72,0.28,253,speed,81,100,average,271.14,2,slightly_specialized,0.04,bottom_tier,0.07,bottom_tier,3,1,2,0.5,solid,fragile,solid-fragile,0.3,3.8,42.22,heavy,0,0.5,normal,51.0,63,255,70,15,ground,medium,quadruped,purple,Mouse Pokémon,"Bites anything when it attacks. Small and very quick, it is a common sight in many places.",rattata --> raticate,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
20,raticate,raticate,1,normal,,1,"run-away, guts",hustle,55,0.13,81,0.2,60,0.15,50,0.12,70,0.17,97,0.23,413,speed,131,185,average,261.14,2,slightly_specialized,0.47,mid_tier,0.37,lower_mid_tier,1,0,1,0.5,solid,fragile,solid-fragile,0.7,18.5,37.76,heavy,0,0.5,normal,145.0,85,127,70,15,ground,medium,quadruped,brown,Mouse Pokémon,It uses its whis­ kers to maintain its balance. It apparently slows down if they are cut off.,rattata --> raticate,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
20,raticate,raticate-alola,1,dark,normal,2,"gluttony, hustle",thick-fat,75,0.18,71,0.17,70,0.17,40,0.1,80,0.19,77,0.19,413,sp_defense,111,225,average,177.81,2,balanced,0.47,mid_tier,0.37,lower_mid_tier,3,1,2,0.5,solid,midrange,solid-midrange,0.7,25.5,52.04,very_heavy,0,0.5,normal,145.0,67,127,70,15,ground,medium,quadruped,brown,Mouse Pokémon,It uses its whis­ kers to maintain its balance. It apparently slows down if they are cut off.,rattata --> raticate,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
20,raticate,raticate-totem-alola,1,dark,normal,2,"gluttony, hustle",thick-fat,75,0.18,71,0.17,70,0.17,40,0.1,80,0.19,77,0.19,413,sp_defense,111,225,average,177.81,2,balanced,0.47,mid_tier,0.37,lower_mid_tier,3,1,2,0.5,solid,midrange,solid-midrange,1.4,105.0,53.57,very_heavy,0,0.5,normal,145.0,63,127,70,15,ground,medium,quadruped,brown,Mouse Pokémon,It uses its whis­ kers to maintain its balance. It apparently slows down if they are cut off.,rattata --> raticate,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
21,spearow,spearow,1,normal,flying,2,keen-eye,sniper,40,0.15,60,0.23,30,0.11,31,0.12,31,0.12,70,0.27,262,speed,91,101,average,246.89,2,slightly_specialized,0.04,bottom_tier,0.07,bottom_tier,3,2,2,1.0,solid,fragile,solid-fragile,0.3,2.0,22.22,light,0,0.5,normal,52.0,70,255,70,15,flying,medium,wings,brown,Tiny Bird Pokémon,"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.",spearow --> fearow,2,1,0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
22,fearow,fearow,1,normal,flying,2,keen-eye,sniper,65,0.15,90,0.2,65,0.15,61,0.14,61,0.14,100,0.23,442,speed,151,191,fast,238.56,2,slightly_specialized,0.53,mid_tier,0.43,mid_tier,3,2,2,1.0,solid,midrange,solid-midrange,1.2,38.0,26.39,average,0,0.5,normal,155.0,69,90,70,15,flying,medium,wings,brown,Beak Pokémon,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest.",spearow --> fearow,2,2,1,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
23,ekans,ekans,1,poison,,1,"intimidate, shed-skin",unnerve,35,0.12,60,0.21,44,0.15,40,0.14,54,0.19,55,0.19,288,attack,100,133,slow,79.67,1,balanced,0.07,bottom_tier,0.11,bottom_tier,2,5,0,0.5,solid,weak_slow,solid-weak_slow,2.0,6.9,1.72,very_light,0,0.5,normal,58.0,95,255,70,20,"ground, dragon",medium,squiggle,purple,Snake Pokémon,"Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole.",ekans --> arbok,2,1,0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
24,arbok,arbok,1,poison,,1,"intimidate, shed-skin",unnerve,60,0.13,95,0.21,69,0.15,65,0.15,79,0.18,80,0.18,448,attack,160,208,average,133.56,2,balanced,0.53,mid_tier,0.43,mid_tier,2,5,0,0.5,solid,balanced,solid-balanced,3.5,65.0,5.31,very_light,0,0.5,normal,157.0,102,90,70,20,"ground, dragon",medium,squiggle,purple,Cobra Pokémon,It is rumored that the ferocious warning markings on its belly differ from area to area.,ekans --> arbok,2,2,1,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
25,pikachu,pikachu,1,electric,,1,static,lightning-rod,35,0.11,55,0.17,40,0.12,50,0.16,50,0.16,90,0.28,320,speed,105,125,average,313.89,3,slightly_specialized,0.23,lower_mid_tier,0.2,bottom_tier,1,3,0,0.5,solid,fragile,solid-fragile,0.4,6.0,37.5,heavy,0,0.5,normal,112.0,105,190,70,10,"ground, fairy",medium,quadruped,yellow,Mouse Pokémon,"When several of these POKéMON gather, their electricity could build and cause lightning storms.",pichu --> pikachu --> raichu,3,2,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
25,pikachu,pikachu-rock-star,1,electric,,1,static,lightning-rod,35,0.11,55,0.17,40,0.12,50,0.16,50,0.16,90,0.28,320,speed,105,125,average,313.89,3,slightly_specialized,0.23,lower_mid_tier,0.2,bottom_tier,1,3,0,0.5,solid,fragile,solid-fragile,0.4,6.0,37.5,heavy,0,0.5,normal,112.0,55,190,70,10,"ground, fairy",medium,quadruped,yellow,Mouse Pokémon,"When several of these POKéMON gather, their electricity could build and cause lightning storms.",pichu --> pikachu --> raichu,3,2,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
